movideName,imdb_id,rowid,sentiment,polarity
Higher Learning,tt0113305,2703,-0.05235215053763441,0.4631720430107527
Magnolia,tt0175880,10835,0.0858974358974359,0.4820512820512821
Witchery,tt0096453,12300,0.07648184387910416,0.45169275929549896
The Carriers Are Waiting,tt0201538,1416,-0.09236111111111106,0.635493827160494
Unlawful Entry,tt0105699,4270,-0.07116013071895425,0.5787581699346405
Grease 2,tt0084021,10076,0.1439130434782609,0.46421325051759826
The Gingerbread Man,tt0119196,1082,-0.3075,0.6297395833333334
Succubus,tt0062032,863,0.04609090909090908,0.5860404040404039
Shaka Zulu: The Last Great Warrior,tt0200374,11760,0.18656250000000002,0.33333333333333337
Road to Perdition,tt0257044,2911,-0.02,0.26071428571428573
Deathstalker,tt0087127,12475,0.0880952380952381,0.6488095238095238
Surviving Christmas,tt0252028,3481,0.12605820105820106,0.6397927689594356
Home Alone 3,tt0119303,12430,0.01417035806570692,0.48767072720561083
Fay Grim,tt0444628,1879,-0.08498563218390802,0.6485632183908046
White Noise,tt0375210,8786,-0.032598073223073246,0.510077885077885
Thinner,tt0117894,11703,-0.08893849206349207,0.5624131944444444
Moonbase,tt0119700,1059,-0.01473958333333332,0.5433333333333333
The Walker,tt0783608,10008,0.12036764705882351,0.5400980392156862
Nightmare Weekend,tt0091631,6264,0.04622139764996909,0.657387136672851
Going Overboard,tt0096870,307,-0.5000000000000001,0.6
The Incredible Melting Man,tt0076191,3890,0.13370535714285717,0.6558035714285715
Inspector Gadget,tt0141369,7207,0.009375000000000022,0.6785714285714286
The Pallbearer,tt0117283,7242,-0.0673076923076923,0.5499999999999999
Religulous,tt0815241,12103,-0.0018452380952380882,0.5321857142857143
Magnolia,tt0175880,10828,0.15689513477975017,0.5954930966469428
The Great Ecstasy of Robert Carmichael,tt0459387,6207,-0.29464285714285715,0.6607142857142857
Garam Masala,tt0453671,1752,0.13663194444444446,0.6284722222222223
G.I. Jane,tt0119173,12358,-0.12160493827160493,0.4618606701940035
An Inconvenient Truth,tt0497116,6242,0.10339138496307616,0.4357429335370512
Hello Mary Lou: Prom Night II,tt0093176,8156,0.3275,0.3675
CQ,tt0254199,9229,0.029940476190476194,0.5280952380952381
Curdled,tt0115994,10638,0.23690476190476195,0.6095238095238095
Brokedown Palace,tt0120620,2680,0.06309523809523808,0.5357142857142857
Nineteen Eighty-Four,tt0087803,8950,0.146875,0.6253472222222223
Carriers,tt0806203,5390,-0.05925925925925926,0.3111772486772486
If You Only Knew,tt0180303,1907,-0.009259259259259217,0.600925925925926
A Nightmare on Elm Street 3: Dream Warriors,tt0093629,11547,0.1523958333333333,0.54875
A Star Is Born,tt0075265,2251,0.09555555555555555,0.5011111111111112
The Abandoned,tt0475937,7437,-0.045312499999999985,0.5504166666666666
"Drive, He Said",tt0068509,1162,0.05925925925925926,0.6425925925925927
The Crocodile Hunter: Collision Course,tt0305396,10502,0.07725683890577509,0.5243456602499155
Hot Rod,tt0787475,11445,0.12999999999999998,0.6475000000000001
The Last Picture Show,tt0067328,7629,0.046921296296296267,0.5310185185185186
Howling II: Stirba - Werewolf Bitch,tt0089308,8852,-0.025891504329004323,0.541795183982684
The Tooth Fairy,tt0473553,1964,-0.19449598021026593,0.5674397031539888
Stigmata,tt0145531,6437,-0.016987179487179493,0.5050213675213675
China O'Brien,tt0099260,3251,-0.332142857142857,0.6464285714285715
Thunderbirds,tt0167456,5988,0.09384212018140592,0.5869295634920634
Cruel Intentions 2,tt0196267,9113,-0.05252525252525253,0.5282828282828284
Ask the Dust,tt0384814,7590,0.09563492063492066,0.594047619047619
Artemisia,tt0123385,490,0.1746527777777778,0.510515873015873
Catch Me If You Can,tt0097029,9522,0.0017137482083134346,0.5274613792005096
Attack Force,tt0493424,7379,0.11155303030303033,0.5051470588235293
Major League: Back to the Minors,tt0120742,10176,-0.02131037821827295,0.5389539188881295
Redline,tt0780595,7141,0.04486215538847118,0.6538847117794486
Starlift,tt0044070,2727,0.17242424242424242,0.4447474747474747
Left Behind,tt0190524,6006,0.14572991071428568,0.489608630952381
War Games: The Dead Code,tt0865957,9567,0.04014229142070052,0.7038764266036993
Flight of Fury,tt0783518,10133,-0.09479166666666666,0.42062499999999997
Carlito's Way: Rise to Power,tt0427038,4335,0.16703869047619047,0.5113095238095238
Revolver,tt0365686,3539,0.10519713261648744,0.4405017921146953
Good Time Max,tt0469913,847,0.06428571428571428,0.46244588744588744
Keys to Tulsa,tt0116762,11581,-0.08186274509803923,0.4068627450980392
People I Know,tt0274711,11176,-0.14965277777777777,0.46249999999999997
Life Hits,tt0466500,5370,0.0907249579124579,0.5562740500240501
Corvette Summer,tt0077372,7006,0.06822390572390574,0.6146043771043771
10 Items or Less,tt0499603,1414,0.02704081632653061,0.40226757369614513
The Fiendish Plot of Dr. Fu Manchu,tt0080731,9128,0.028186274509803922,0.5776960784313726
Hammerhead,tt0459392,2209,0.14222222222222222,0.4894444444444444
Theodore Rex,tt0114658,2956,0.028787878787878775,0.6068181818181819
Food of the Gods II,tt0097371,10744,0.018055555555555557,0.7122222222222222
Prom Night,tt0926129,673,-0.13749999999999998,0.6696180555555555
One Missed Call,tt0366292,5897,-0.01160468319559229,0.4642217630853995
Gayniggers from Outer Space,tt0274518,6384,0.04508928571428571,0.49940476190476196
American Pie Presents: Beta House,tt0974959,2581,0.034331033549783556,0.5385416666666666
Omen IV: The Awakening,tt0102585,9257,0.28383838383838383,0.6702020202020202
How to Lose Friends & Alienate People,tt0455538,2935,0.08059085755514324,0.4807998350855492
Flying,tt0091065,284,-0.028666666666666632,0.6680000000000001
The House of the Spirits,tt0107151,3913,0.21273148148148147,0.6592592592592593
While She Was Out,tt0887971,1226,-0.15277777777777773,0.5577777777777777
The Triumph of Love,tt0253840,4440,-0.10022988505747123,0.705977011494253
Thinner,tt0117894,11701,0.17750000000000002,0.29222222222222227
White Noise,tt0375210,8784,0.048086734693877566,0.644515306122449
Pet Sematary,tt0098084,3561,-0.07964743589743588,0.5448717948717948
Scarecrows,tt0096046,5136,-0.055294117647058806,0.5155182072829132
Che: Part Two,tt0374569,1617,0.11163690476190476,0.4475595238095238
The Golden Child,tt0091129,340,-0.02179315476190473,0.5825892857142857
Leonard Cohen: I'm Your Man,tt0478197,5930,-0.03801282051282051,0.578076923076923
Chocolat,tt0094868,3638,0.0012725779967159166,0.33337438423645327
The Hamiltons,tt0443527,5173,0.08662280701754384,0.6581140350877192
The Eternal Jew,tt0156524,9666,-0.09270833333333332,0.568452380952381
Sky Captain and the World of Tomorrow,tt0346156,11251,0.11438660209846649,0.5024818401937046
Bite the Bullet,tt0072705,6793,-0.04058441558441558,0.5015151515151515
Drawing Restraint 9,tt0446685,5832,0.18461794019933553,0.5386157253599113
The Hills Have Eyes 2,tt0800069,7858,-0.018272005772005762,0.42963564213564226
The Sentinel,tt0443632,2638,-0.005555555555555554,0.7211111111111111
Robot Jox,tt0102800,2524,0.10196584237680129,0.5544618395303327
Hamlet,tt0064400,5877,-0.039800347222222233,0.5911458333333334
Sweet Sixteen,tt0083146,5034,0.16865151515151516,0.4943636363636364
Broken Bridges,tt0477392,6181,0.03636363636363637,0.444927536231884
It Lives By Night,tt0071198,8133,-0.2416666666666667,0.65
Scary Movie 3,tt0306047,5761,0.0925,0.6238888888888889
Edison,tt0389957,1005,0.16293859649122808,0.4245614035087719
Bobby Deerfield,tt0075774,9956,0.10844198790627364,0.5356764928193499
Switchback,tt0119210,7452,0.2702380952380952,0.5950680272108844
Sleuth,tt0857265,4761,0.10388471177944861,0.5570488721804511
Scrooge,tt0066344,7181,0.05777777777777777,0.668888888888889
The Triumph of Love,tt0253840,4438,-0.1799358974358974,0.739102564102564
Hollow Man,tt0164052,415,-0.012499999999999999,0.5304012345679012
The Godfather: Part III,tt0099674,11779,0.06365546218487396,0.4439075630252101
Zatôichi: The Blind Swordsman,tt0202152,5663,0.185,0.4262499999999999
Freddy's Dead: The Final Nightmare,tt0101917,2373,0.029395943562610233,0.5051425631981186
Guinea Pig: Devil's Experiment,tt0161634,3234,-0.007858451072736788,0.574271323914181
Sympathy for the Devil,tt0063665,9935,0.016381766381766385,0.5715990028490029
"New York, I Love You",tt0808399,887,0.1366878787878788,0.4954913419913419
Tenchu!,tt0200710,1593,0.027898212898212895,0.42033022533022535
House of the Dead,tt0317676,9176,-0.1045454545454545,0.5484848484848486
The Invisible Maniac,tt0099856,943,0.06252267573696146,0.5313832199546485
Ordinary Sinner,tt0259054,6820,0.21111111111111114,0.6694444444444443
Splatter University,tt0125510,3605,0.07916666666666665,0.4208333333333334
The Dukes of Hazzard,tt0377818,3291,-0.06284722222222221,0.5437500000000001
Valentine,tt0242998,145,0.0597256728778468,0.5865001725327813
The True Story of Jesse James,tt0051114,7494,0.06290123456790123,0.4097971781305115
The Underground Comedy Movie,tt0201290,11011,-0.23148148148148154,0.7731481481481483
Superman Returns,tt0348150,7820,-0.03146026592455163,0.5387504417351355
Jane Eyre,tt0116684,10817,0.10665446841294296,0.5600566806075281
Doppelganger,tt0106753,2605,0.019144452039188877,0.59553998632946
The Walker,tt0783608,10011,-0.15593474426807763,0.5315608465608465
I Am Curious (Yellow),tt0061834,126,-0.07470238095238095,0.3407738095238095
Carlito's Way: Rise to Power,tt0427038,4333,0.3037565104166667,0.5137499999999999
Anamorph,tt0497323,6045,0.0007971014492753807,0.4323913043478261
Attack of the Killer Tomatoes!,tt0080391,7716,0.05322420634920634,0.576984126984127
The Munsters' Revenge,tt0082778,1341,0.02477629078238837,0.45667300179495296
True Crime,tt0114736,3874,0.028684807256235827,0.35073696145124716
Local Color,tt0472126,11666,0.060416666666666646,0.6047619047619048
Munchies,tt0093582,7898,0.15292207792207793,0.549025974025974
Ned Kelly,tt0277941,69,0.12000000000000001,0.43644444444444447
The Beast,tt0072752,1179,0.16093749999999998,0.5140625000000001
Mirror Mirror,tt0100156,5425,-0.027058823529411774,0.5345098039215685
Myra Breckinridge,tt0066115,8928,0.09012158054711246,0.44926545086119546
Every Girl Should Be Married,tt0040331,9232,0.3666666666666667,0.5333333333333333
The Adventures of Barry McKenzie,tt0068173,3933,0.11837822671156004,0.6656846240179575
Omen IV: The Awakening,tt0102585,9277,0.0651515151515152,0.4757575757575758
Witchery,tt0096453,12298,-0.10027777777777776,0.5423313492063491
Cape Fear,tt0101540,12184,0.0625,0.615625
1408,tt0450385,3996,0.08333333333333331,0.4527777777777777
Revolver,tt0365686,3541,0.10850202429149798,0.5512892808945441
The Animal,tt0255798,10908,-0.039434523809523815,0.5563562925170068
A Walk on the Moon,tt0120613,12121,0.09666158536585365,0.47536585365853645
The House of Seven Corpses,tt0071627,8395,0.08585839598997493,0.5002568922305765
Wuthering Heights,tt0367245,4480,-0.1317616031766975,0.5235914714216601
Werewolf Woman,tt0074829,9603,0.17655555555555555,0.5601111111111111
Final Justice,tt0087258,3190,-0.15514705882352936,0.7169117647058822
Mayerling,tt0064645,11128,0.1795678053830228,0.48467908902691514
Taboo,tt0288243,5014,-0.12784391534391534,0.45718694885361555
Cliffhanger,tt0106582,3522,0.04419184981684982,0.4906868131868132
Melinda and Melinda,tt0378947,6344,0.028854166666666677,0.4249305555555556
Doctor Dolittle,tt0118998,4871,0.18472222222222223,0.5884259259259259
No Turning Back,tt0253335,7327,0.05827812759630939,0.5388481678254404
Animal Farm,tt0047834,7878,-0.12072368421052633,0.5723684210526315
Platoon,tt0091763,5051,0.07166666666666668,0.6426666666666666
Crush,tt0245407,227,0.06574074074074074,0.5347222222222222
Tank,tt0088224,11520,0.032812499999999994,0.4383680555555555
Edison,tt0389957,1007,-0.011262939958592124,0.5901449275362318
Two-Faced Woman,tt0034328,9033,0.10187074829931975,0.5947619047619046
Raising Victor Vargas,tt0316188,1042,0.0029411764705882413,0.4205882352941177
Captains of April,tt0120626,2786,0.09919217687074833,0.4634920634920635
Ned Kelly,tt0277941,76,-0.038012820512820504,0.4944871794871795
Sympathy for the Devil,tt0063665,9937,0.18046343537414966,0.5309736394557824
"Paris, je t'aime",tt0401711,1064,0.1590909090909091,0.5636363636363636
Hollow Man,tt0164052,417,0.0011881141345427132,0.5120646549217978
The Fiendish Plot of Dr. Fu Manchu,tt0080731,9131,0.008935168604979941,0.5858828016846885
Scrooge,tt0066344,7183,-0.14104166666666668,0.5902083333333332
The Wicker Man,tt0450345,7552,0.045180036976911996,0.4866099612193362
Babylon 5: The Gathering,tt0106336,10565,0.13333333333333336,0.5925925925925926
Revolt of the Zombies,tt0028174,5538,0.1085995085995086,0.43862612612612606
The Underground Comedy Movie,tt0201290,11013,-0.2520833333333333,0.7077777777777778
The Bonfire of the Vanities,tt0099165,8096,-0.13749999999999998,0.611111111111111
Sgt. Bilko,tt0117608,12306,-0.09947089947089949,0.5029431216931216
Creepshow 2,tt0092796,7965,0.16249999999999998,0.71875
Leonard Cohen: I'm Your Man,tt0478197,5929,0.029761904761904767,0.5851190476190476
The Cat in the Hat,tt0312528,9447,-0.12300000000000001,0.6196666666666666
Paperhouse,tt0098061,967,0.07992063492063493,0.5386507936507937
The President's Man: A Line in the Sand,tt0304584,3419,0.03344298245614036,0.4442982456140351
Cruel Intentions 2,tt0196267,9096,-0.14675619834710743,0.5371258034894398
The Walker,tt0783608,10013,0.04656862745098039,0.5872549019607842
Crimson Tide,tt0112740,4681,0.16166666666666668,0.4783333333333333
Strange Cargo,tt0033105,6998,-0.0009259259259259124,0.4595679012345679
Ram Gopal Varma Ki Aag,tt0473310,6616,-0.0989626736111111,0.5712698412698413
Night Terrors,tt0108350,2815,-0.2257142857142857,0.6295238095238096
Local Color,tt0472126,11664,0.01201183431952663,0.5352662721893491
Pharaoh's Curse,tt0049616,10723,0.03192204301075269,0.5614695340501792
The Sealed Room,tt0001032,508,0.08148148148148149,0.5851851851851851
Sphinx,tt0083113,4525,0.005233990147783244,0.476888341543514
Wonder Woman,tt0072419,12455,0.17690217391304347,0.45489130434782604
Walking Tall: Lone Justice,tt0804551,4991,-0.19531249999999994,0.5911458333333333
Nothing But the Night,tt0069024,10621,0.17777777777777778,0.5222222222222223
The Ring Thing,tt0432028,716,0.032608695652173905,0.5413043478260869
Ghosts Can't Do It,tt0099656,2833,0.03588235294117648,0.4605882352941177
Frownland,tt0970935,3850,-0.03222222222222222,0.36555555555555563
Manufactured Landscapes,tt0832903,3013,-0.012500000000000002,0.41653225806451616
Alone in the Dark,tt0369226,7653,-0.16851851851851848,0.5273809523809524
Chori Chori Chupke Chupke,tt0256692,382,0.10556344696969698,0.5199940582293524
Salaam-E-Ishq,tt0485272,12007,0.13010531135531136,0.4160943223443223
Whipped,tt0174336,1635,-0.05147648108064774,0.5756172037838704
A Town Called Hell,tt0067870,7262,-0.14132653061224487,0.5732426303854874
Spontaneous Combustion,tt0098375,9725,0.02000000000000004,0.4833333333333333
Troy,tt0332452,12042,0.16150793650793652,0.5916666666666667
Jesus of Montreal,tt0097635,7978,0.06364618406285073,0.4852160493827161
The Hurt Locker,tt0887912,4855,-0.03840136054421769,0.4670110544217687
Double Indemnity,tt0070000,11808,0.09805194805194807,0.4646103896103897
Dark Wolf,tt0326820,11149,0.0107800043094161,0.5764993176757883
The Getaway,tt0109890,5810,0.16103954081632657,0.5068962585034013
Down to Earth,tt0231775,3718,0.06428189865689865,0.5120459401709403
The Projected Man,tt0062159,9746,0.030109126984126985,0.6017857142857143
That Lady in Ermine,tt0040869,1737,0.17533333333333329,0.6799999999999999
1st to Die,tt0252133,4912,0.03780337941628265,0.5207910906298003
Little Richard,tt0228528,2506,0.040624999999999994,0.5499999999999999
Doctor Dolittle,tt0118998,4873,0.12222222222222223,0.6444444444444444
The Lost Battalion,tt0287535,9662,0.0485204081632653,0.4892006802721088
The Great Alligator,tt0079156,8725,-0.005601019984581636,0.5395599833955999
Platoon,tt0091763,5053,-0.14157454648526077,0.5201247165532881
Crush,tt0245407,225,-0.10909090909090911,0.5363636363636363
The General,tt0120706,12105,-0.2944444444444445,0.5055555555555555
Keep the Aspidistra Flying,tt0119453,6303,0.020641025641025643,0.26269230769230767
Ask the Dust,tt0384814,7589,0.13854166666666667,0.5843750000000001
Wuthering Heights,tt0367245,4482,-0.005206766917293234,0.5204010025062656
To Have and Have Not,tt0037382,10371,0.0635260770975057,0.47588435374149674
The Psychic,tt0075614,10334,0.16250000000000003,0.5833333333333334
The Mother and the Whore,tt0070359,203,0.046044616044616044,0.5366509366509365
The Young Girls of Rochefort,tt0062873,7732,0.06484126984126984,0.4875396825396826
A Star Is Born,tt0075265,2248,0.2958791208791209,0.5844322344322345
Memoirs of a Geisha,tt0397535,4503,0.24043898809523812,0.3940848214285715
The Decameron,tt0065622,11642,0.029354497354497362,0.6383068783068783
Horrorvision,tt0275410,11607,0.23125,0.6083333333333334
Cinderella 2000,tt0075850,2013,0.0967105263157895,0.46871345029239764
The House of the Spirits,tt0107151,3917,0.013522984951556379,0.6092970521541948
Kiss Them for Me,tt0050599,6777,0.06581304112554112,0.2988947510822511
Deewaar: Let's Bring Our Heroes Home,tt0387989,1938,0.04557676518883415,0.5066912972085386
Slipstream,tt0499570,6496,-0.14545454545454548,0.509090909090909
I Am Curious (Yellow),tt0061834,124,0.0648809523809524,0.6178571428571429
Cowards Bend the Knee,tt0346800,7867,0.11015151515151514,0.549810606060606
Sky Captain and the World of Tomorrow,tt0346156,11248,0.034745955798587365,0.5864547732968786
The Last King of Scotland,tt0455590,8424,0.03637110016420362,0.4000821018062398
Pufnstuf,tt0066256,3621,-0.06764705882352941,0.3088235294117647
April Love,tt0050135,161,-0.020279720279720272,0.4695804195804196
Just Cause,tt0113501,359,0.12028985507246379,0.6014492753623187
Sundown: The Vampire in Retreat,tt0098412,6002,-0.1356060606060606,0.5265151515151515
Magnolia,tt0175880,10833,-0.08767857142857141,0.7502380952380953
The Zombie Chronicles,tt0272950,102,0.13794677544677544,0.33760683760683763
Garam Masala,tt0453671,1749,0.11650641025641024,0.5266025641025641
Kalifornia,tt0107302,2664,-0.1590909090909091,0.6477272727272727
Powaqqatsi,tt0095895,6822,0.031770833333333345,0.340625
Frankenstein Must Be Destroyed,tt0065738,8526,0.05221953188054884,0.5887947269303201
Doppelganger,tt0106753,2598,-0.22872180451127816,0.5996240601503761
Love's Labour's Lost,tt0182295,5394,0.21165311653116525,0.639159891598916
Straightheads,tt0480011,11543,0.10891994478950999,0.5864216701173222
King of the Ants,tt0328031,4602,0.1522857142857143,0.445452380952381
Saving Grace,tt0195234,3312,0.09823529411764709,0.5252941176470588
Carry On Matron,tt0068339,7433,0.24652777777777776,0.5611111111111111
Ringmaster,tt0165494,2255,0.1795371295371295,0.615079365079365
Loaded,tt0893406,15,-0.12870284477427332,0.5885358688930117
Evil Aliens,tt0383353,7476,0.04770833333333335,0.5279166666666667
Pandemonium,tt0084464,5602,0.18133333333333332,0.5336666666666666
Bobby Deerfield,tt0075774,9954,0.050595238095238096,0.5275
Cruel Intentions 2,tt0196267,9117,0.14843750000000003,0.518125
Freddy's Dead: The Final Nightmare,tt0101917,2357,0.021207087486157256,0.5874307862679956
The Little Mermaid II: Return to the Sea,tt0240684,6476,0.28233333333333327,0.6259999999999999
The Underground Comedy Movie,tt0201290,10994,-0.13999999999999996,0.5333333333333333
The Story of Louis Pasteur,tt0028313,8309,0.04352941176470589,0.49803921568627474
Popcorn,tt0102690,9539,0.23750000000000004,0.5416666666666666
The Face of Marble,tt0038514,8762,-0.059705882352941185,0.4885294117647059
The Pallbearer,tt0117283,7246,-0.02666666666666666,0.8233333333333333
The Yearling,tt0039111,11869,0.1,0.44375
The Domino Principle,tt0075950,819,-0.36893229166666675,0.5633333333333334
Cabin Fever,tt0303816,7301,-0.010204081632653067,0.5048894557823129
Carnosaur 3: Primal Species,tt0115834,8701,-0.03555900621118012,0.4882505175983436
There's a Girl in My Soup,tt0066449,2567,-0.18125,0.8000000000000002
Fly Me to the Moon,tt0486321,11355,0.19317460317460317,0.4622619047619047
Cut,tt0189456,3465,-0.1375,0.5133333333333333
Salaam-E-Ishq,tt0485272,12005,0.06469494047619047,0.4527901785714285
Antitrust,tt0218817,8744,0.08653846153846154,0.7126068376068376
Revolt of the Zombies,tt0028174,5527,-0.052355072463768096,0.497463768115942
Brain Dead,tt0099173,9849,-0.15633333333333332,0.46033333333333326
The Truth About Love,tt0407269,8251,0.09213320463320464,0.43629343629343625
The Bodyguard,tt0164699,8680,-0.08787202380952379,0.5452380952380952
Home Alone 3,tt0119303,12434,0.15329579274891775,0.4931412337662337
Santa Claus,tt0053241,3054,0.27433608058608056,0.5511538461538461
Ram Gopal Varma Ki Aag,tt0473310,6632,0.13158072319837022,0.54713182242594
The Convent,tt0217331,10889,0.1119642857142857,0.6471428571428571
Unholy,tt0443678,714,0.00416666666666667,0.5874999999999999
Jill Rips,tt0199650,5562,-0.019551282051282044,0.5243589743589744
Johnny Dangerously,tt0087507,1367,-0.24375,0.7645833333333334
Altered,tt0457275,6677,0.0722,0.48700000000000004
Night Terrors,tt0108350,2817,0.041925465838509306,0.5554347826086957
"Laugh, Clown, Laugh",tt0019074,5658,0.19022988505747127,0.5649425287356322
The Little Mermaid II: Return to the Sea,tt0240684,6469,0.33888888888888896,0.2854166666666667
Bulletproof,tt0094813,2485,-0.2748931623931624,0.5832264957264957
Sphinx,tt0083113,4527,0.12494123815998817,0.49593595293595283
Tumbleweeds,tt0161023,9251,-0.09285714285714285,0.6464285714285715
Serendipity,tt0240890,11393,0.03257109557109557,0.5461851481851483
My Favorite Martian,tt0120764,5501,-0.08978443287037037,0.5825925925925926
White Noise,tt0375210,8782,0.041635745207173794,0.48219696969696973
Curdled,tt0115994,10640,-0.048201754385964905,0.5243859649122807
Mystery Men,tt0132347,2011,0.16499255952380953,0.4548611111111111
The Fury of the Wolf Man,tt0065750,3666,-0.046904761904761894,0.4731547619047619
The Flock,tt0473356,1510,0.05000000000000001,0.51
They Are Among Us,tt0417191,8463,-0.02999999999999998,0.3966666666666666
Wendigo,tt0275067,2478,-0.20071321321321323,0.5455705705705706
The Incredible Melting Man,tt0076191,3889,0.07540564373897708,0.5547045855379188
The Hamiltons,tt0443527,5168,0.063163082437276,0.5433416046319273
The Beast,tt0072752,1184,0.020773809523809507,0.5939880952380951
The Pallbearer,tt0117283,7238,-0.010813492063492067,0.3199404761904762
The Cat in the Hat,tt0312528,9463,-0.18684001670843775,0.6826044277360067
Rockin' In The Rockies,tt0038033,8400,0.025000000000000005,0.60625
Tashan,tt0995752,10037,0.1419642857142857,0.4860119047619048
The Zombie Chronicles,tt0272950,100,0.11338633040935674,0.5880116959064327
The Bonfire of the Vanities,tt0099165,8094,0.11711066711066713,0.4432789432789433
Follow the Fleet,tt0027630,1880,0.22187500000000002,0.5572916666666667
Towelhead,tt0787523,10072,0.052083333333333336,0.4576388888888889
Home Alone 3,tt0119303,12429,-0.20252525252525252,0.5420454545454546
Scarface,tt0086250,3784,0.00557644110275689,0.5714285714285714
No One Writes to the Colonel,tt0132905,2908,0.1366666666666667,0.4833333333333334
Herbie Fully Loaded,tt0400497,6768,0.12290816326530615,0.4941156462585034
Carnosaur 3: Primal Species,tt0115834,8707,0.055625000000000015,0.46395833333333325
Toys,tt0105629,5155,-0.07500000000000001,0.875
Going Overboard,tt0096870,323,0.03425925925925928,0.6611111111111113
Werewolf Woman,tt0074829,9605,0.019517543859649128,0.41535087719298247
End of the World,tt0075990,10251,-0.07772435897435896,0.491025641025641
Blank Check,tt0109287,366,-0.05408243486073674,0.5127807726864329
Broken Sky,tt0783695,7266,0.035651929450757576,0.41098484848484856
A Woman Under the Influence,tt0072417,9889,-0.08424242424242426,0.6122222222222221
Grand Theft Parsons,tt0338075,6223,-0.05490506329113922,0.4850914205344587
What the #$*! Do We (K)now!?,tt0399877,4584,0.000669552669552689,0.5550418470418471
Sleepwalkers,tt0105428,1776,-0.15833333333333333,0.6703125000000001
Cheeni Kum,tt0976026,6939,0.11466721092372135,0.44585537918871254
Cradle of Fear,tt0291833,10849,0.19196428571428573,0.4626984126984126
Inside Man,tt0454848,11680,-0.11783216783216785,0.6234013209013209
Game of Death II,tt0076709,7528,0.04270833333333331,0.4833333333333334
True Crime,tt0114736,3872,-0.1416025641025641,0.49166666666666675
Attack of the Sabretooth,tt0443334,7755,-0.038746279761904735,0.5905133928571429
Wanda Nevada,tt0080116,8355,0.017666666666666674,0.4606666666666667
The Haunting,tt0171363,3368,0.23898809523809528,0.5148809523809523
Raising Victor Vargas,tt0316188,1038,-0.19374999999999995,0.5904761904761904
Little Man,tt0430304,8373,0.10613445378151261,0.6032212885154061
Shaka Zulu: The Last Great Warrior,tt0200374,11762,0.12640977443609022,0.3436090225563909
Seed,tt0758781,5678,-0.1396825396825397,0.7003401360544217
Dollars,tt0068152,8336,0.075,0.705
Brigadoon,tt0046807,8894,0.06789772727272729,0.4711174242424242
The Gingerbread Man,tt0119196,1080,-0.07111111111111111,0.5962962962962963
Seed,tt0758781,5685,-0.09418861231361235,0.5339634439634439
The Animal,tt0255798,10913,0.16278735632183908,0.5714846743295019
Higher Learning,tt0113305,2701,-0.04317876344086022,0.5268817204301075
Virginia City,tt0033226,10150,-0.08593749999999997,0.38437499999999997
Guernsey,tt0428608,8443,0.22819264069264067,0.45330086580086576
Unlawful Entry,tt0105699,4272,-0.05078320802005012,0.5008145363408522
Elvis Has Left the Building,tt0377057,10483,-0.17999999999999997,0.53
Five Star Final,tt0021873,10052,0.044886363636363655,0.4833482142857142
The Seventh Sign,tt0096073,7947,-0.16847290640394086,0.5582101806239738
Cradle of Fear,tt0291833,10854,-0.0510018552875696,0.5147217068645641
